y,ds
-0.020983125147431867,2020-06-08
0.006507209795124782,2020-06-09
0.01918644047805404,2020-06-10
0.00752947642246494,2020-06-11
-0.00030825084953134754,2020-06-12
-0.003587652789817916,2020-06-13
-0.011857129146996315,2020-06-14
-0.014751753424439868,2020-06-15
-0.0012142409412748082,2020-06-16
7.211178702117038e-05,2020-06-17
0.0037102249405936523,2020-06-18
0.010353236503484652,2020-06-19
0.006191491768383398,2020-06-20
-0.012438755415612865,2020-06-21
-0.014833917049892238,2020-06-22
-0.030437235319439905,2020-06-23
-0.012363925682738353,2020-06-24
-0.0022531870149320194,2020-06-25
-0.006121017921193819,2020-06-26
-0.018794417640295432,2020-06-27
-0.017283695356191245,2020-06-28
-0.006932864940502655,2020-06-29
-0.00504002531885114,2020-06-30
-0.006830831786070107,2020-07-01
-0.006191235776123216,2020-07-02
0.004712279830518903,2020-07-03
0.023148930216455407,2020-07-04
0.025633254325741504,2020-07-05
0.028467372916972912,2020-07-06
0.018454093018742616,2020-07-07
0.017856107266721884,2020-07-08
0.022207035535074218,2020-07-09
0.02087837136380743,2020-07-10
0.02783573889956872,2020-07-11
0.009924865135784638,2020-07-12
0.022186169775621878,2020-07-13
0.024248282980723432,2020-07-14
0.023140554388537137,2020-07-15
0.014332650279240702,2020-07-16
0.0030395059172462872,2020-07-17
0.01701177308598721,2020-07-18
0.01407691652465693,2020-07-19
0.009013576959065836,2020-07-20
0.010254244647527517,2020-07-21
0.01130385357633331,2020-07-22
-0.0010714590754274632,2020-07-23
-0.012356236672582874,2020-07-24
-0.002663294562916892,2020-07-25
0.004235179753692963,2020-07-26
0.0011221642363338077,2020-07-27
0.022224724841943842,2020-07-28
0.026727189689751626,2020-07-29
0.039833377189568295,2020-07-30
0.05739868726536978,2020-07-31
0.07184440229011936,2020-08-01
0.06913479768090491,2020-08-02
0.07543561635896961,2020-08-03
0.08308501539409445,2020-08-04
0.057866472379535495,2020-08-05
0.06356100899157947,2020-08-06
0.06250642659120174,2020-08-07
0.07132281115457405,2020-08-08
0.07386919708893934,2020-08-09
0.07926073205782577,2020-08-10
0.07082427266836243,2020-08-11
0.0881744607556326,2020-08-12
0.09470488955621352,2020-08-13
0.09932759021682316,2020-08-14
0.09214855352063255,2020-08-15
0.08410306078805957,2020-08-16
0.10579668833079797,2020-08-17
0.11751474203797381,2020-08-18
0.10752046571691704,2020-08-19
0.10531652015061484,2020-08-20
0.10026660793293053,2020-08-21
0.08437414223839379,2020-08-22
0.08399649628454366,2020-08-23
0.07877124879432773,2020-08-24
0.07695737719188131,2020-08-25
0.08043050458947718,2020-08-26
0.08816433902644477,2020-08-27
0.08560386540206465,2020-08-28
0.08196491542710257,2020-08-29
0.06997923395536265,2020-08-30
0.07353259940748347,2020-08-31
0.08581655063385897,2020-09-01
0.10182580933256065,2020-09-02
0.08112483545711344,2020-09-03
0.08717103005018424,2020-09-04
0.08125134648556999,2020-09-05
0.07667818426646668,2020-09-06
0.07123799998534616,2020-09-07
0.07722887065571316,2020-09-08
0.07920878046771634,2020-09-09
0.08270383629278824,2020-09-10
0.09281683090294289,2020-09-11
0.10339504484317513,2020-09-12
0.10408157122569922,2020-09-13
0.11282270687189562,2020-09-14
0.10761839132317136,2020-09-15
0.08793741980575272,2020-09-16
0.0920775684949024,2020-09-17
0.08983296617100098,2020-09-18
0.09178978242159477,2020-09-19
0.09655340034396533,2020-09-20
0.09178998526392672,2020-09-21
0.08382136425192259,2020-09-22
0.09225477500998601,2020-09-23
0.09773981502221246,2020-09-24
0.11805544685484347,2020-09-25
0.12575158119188118,2020-09-26
0.1295296500948183,2020-09-27
0.14405959709321314,2020-09-28
0.15067611473669543,2020-09-29
0.1468631357048248,2020-09-30
0.1512887050699119,2020-10-01
0.14317758820204463,2020-10-02
0.1433825111526078,2020-10-03
0.13650241027418086,2020-10-04
0.13729545829571338,2020-10-05
0.14003747617094953,2020-10-06
0.13077941761719591,2020-10-07
0.13190532227986815,2020-10-08
0.12805360145955436,2020-10-09
0.1361208350242904,2020-10-10
0.13231152175084088,2020-10-11
0.11870083960287672,2020-10-12
0.10538502934649185,2020-10-13
0.10715395980921698,2020-10-14
0.11597828588805144,2020-10-15
0.10693479374374305,2020-10-16
0.11904452255396461,2020-10-17
0.13124307710366473,2020-10-18
0.1394696043718116,2020-10-19
0.14841592671026904,2020-10-20
0.13963869877813423,2020-10-21
0.14014749117120892,2020-10-22
0.14240285631927704,2020-10-23
0.15129234091891736,2020-10-24
0.13613884616529848,2020-10-25
0.13237746345098636,2020-10-26
0.14115964947686074,2020-10-27
0.1596299919160565,2020-10-28
0.1440299951672494,2020-10-29
0.1221995718541485,2020-10-30
0.13076091755881203,2020-10-31
0.13899432805065048,2020-11-01
0.13627919773943167,2020-11-02
0.14168977359097157,2020-11-03
0.13634601358837733,2020-11-04
0.1418034493968749,2020-11-05
0.14604662490900416,2020-11-06
0.13110342804535635,2020-11-07
0.13583047461417855,2020-11-08
0.13227058881611542,2020-11-09
0.10215824116149833,2020-11-10
0.11131821498693666,2020-11-11
0.11909544385054029,2020-11-12
0.11348029452522045,2020-11-13
0.12904641316606508,2020-11-14
0.14112018249691632,2020-11-15
0.150997280816595,2020-11-16
0.14271206040508821,2020-11-17
0.14141899418368287,2020-11-18
0.1419504826765127,2020-11-19
0.13450975218356437,2020-11-20
0.12458414930071442,2020-11-21
0.1136338733556429,2020-11-22
0.11357711387775787,2020-11-23
0.11488414810545874,2020-11-24
0.09649956028991848,2020-11-25
0.09762946232947554,2020-11-26
0.08838657089504559,2020-11-27
0.10094239130877036,2020-11-28
0.12314680455689829,2020-11-29
0.1066475226116229,2020-11-30
0.10484869761368214,2020-12-01
0.1202456241221041,2020-12-02
0.11372444363186458,2020-12-03
0.10782109449159981,2020-12-04
0.10056431249774157,2020-12-05
0.08964221650875637,2020-12-06
0.09658248285909253,2020-12-07
0.0898084643726239,2020-12-08
0.10238898159978119,2020-12-09
0.09709188777921218,2020-12-10
0.11380108376101247,2020-12-11
0.10960754302547325,2020-12-12
0.1065786067687129,2020-12-13
0.10221118468455584,2020-12-14
0.11494562517514056,2020-12-15
0.0997696367127153,2020-12-16
0.09385688645897206,2020-12-17
0.11285805521774658,2020-12-18
0.13765657567216508,2020-12-19
0.12966965871138944,2020-12-20
0.1252508307959047,2020-12-21
0.11391642672388104,2020-12-22
0.11508432392553386,2020-12-23
0.10925435016835594,2020-12-24
0.10572542640341188,2020-12-25
0.1293581835715408,2020-12-26
0.13234783916403017,2020-12-27
0.128109964059559,2020-12-28
0.12370073425706941,2020-12-29
0.12792003004607228,2020-12-30
0.13081821563559823,2020-12-31
0.1417720284516389,2021-01-01
0.14103505355112497,2021-01-02
0.13160303214334906,2021-01-03
0.14009302984013722,2021-01-04
0.1276319895731172,2021-01-05
0.12980555160860102,2021-01-06
0.1370211907740772,2021-01-07
0.12545615839113336,2021-01-08
0.12542677017163983,2021-01-09
0.1383487950855275,2021-01-10
0.1495497676700394,2021-01-11
0.15242196488688992,2021-01-12
0.15250312711192043,2021-01-13
0.15397574090587587,2021-01-14
0.1711771590962956,2021-01-15
0.16881626685839274,2021-01-16
0.15550836595506834,2021-01-17
0.16689505505167737,2021-01-18
0.1609407172602672,2021-01-19
0.15780888351643835,2021-01-20
0.162969732133136,2021-01-21
0.14818478519562575,2021-01-22
0.13967428623603323,2021-01-23
0.1385719892465626,2021-01-24
0.1517073457191614,2021-01-25
0.16223998836596443,2021-01-26
0.16213609935523124,2021-01-27
0.1620096069044131,2021-01-28
0.1544066868766389,2021-01-29
0.1572263396420229,2021-01-30
0.14609583914780572,2021-01-31
0.15207250876210138,2021-02-01
0.12667563819208968,2021-02-02
0.1280201872697332,2021-02-03
0.11957757124131871,2021-02-04
0.10347462011740916,2021-02-05
0.1112985646568939,2021-02-06
0.12318956630595626,2021-02-07
0.13131802624549074,2021-02-08
0.15208753762845414,2021-02-09
0.14679643821300062,2021-02-10
0.15729623116288932,2021-02-11
0.16467320531479476,2021-02-12
0.15326004629930026,2021-02-13
0.16152386222543513,2021-02-14
0.15258036711813724,2021-02-15
0.15919638184166135,2021-02-16
0.15561110717657733,2021-02-17
0.1611529179277208,2021-02-18
0.15106504089642303,2021-02-19
0.15611526895107494,2021-02-20
0.17979135414333464,2021-02-21
0.17571115079408134,2021-02-22
0.15522172581569038,2021-02-23
0.14726945764025867,2021-02-24
0.1543593193751434,2021-02-25
0.1610464721861668,2021-02-26
0.16457921182470658,2021-02-27
0.16118295889216308,2021-02-28
0.1574868269094064,2021-03-01
0.15903881516459228,2021-03-02
0.14313053497973618,2021-03-03
0.13943188731887146,2021-03-04
0.12730552775754103,2021-03-05
0.11373940382196901,2021-03-06
0.1133839941877344,2021-03-07
0.1073476812289651,2021-03-08
0.11271511195361567,2021-03-09
0.11813046867804265,2021-03-10
0.11918671769164743,2021-03-11
0.11662612298543883,2021-03-12
0.1036823197507914,2021-03-13
0.1235205691341008,2021-03-14
0.13850464578432412,2021-03-15
0.13800454262328693,2021-03-16
0.10969605824839547,2021-03-17
0.10906318065681295,2021-03-18
0.1278795581759015,2021-03-19
0.14508178885998732,2021-03-20
0.15167862277923294,2021-03-21
0.13730281336787736,2021-03-22
0.13116202069809924,2021-03-23
0.11952096779671005,2021-03-24
0.11630977539090193,2021-03-25
0.11380741203144847,2021-03-26
0.11263621693606422,2021-03-27
0.12193845737732341,2021-03-28
0.10103408212807703,2021-03-29
0.10538977810177773,2021-03-30
0.10888058801820287,2021-03-31
0.09954852353671349,2021-04-01
0.09836171481035125,2021-04-02
0.10614610588405259,2021-04-03
0.1112764484595839,2021-04-04
0.10678204585134031,2021-04-05
0.10908699494258388,2021-04-06
0.09822022202049326,2021-04-07
0.0896754646202597,2021-04-08
0.10525663321498538,2021-04-09
0.10386022013110284,2021-04-10
0.09248387303059738,2021-04-11
0.08933814840733403,2021-04-12
0.10391419063978757,2021-04-13
0.1080290458252113,2021-04-14
0.09863921332085282,2021-04-15
0.09403256989817614,2021-04-16
0.0834237385870681,2021-04-17
0.10684897524368138,2021-04-18
0.09477655959100809,2021-04-19
0.08479465652808246,2021-04-20
0.08808059062600568,2021-04-21
0.08523073568888755,2021-04-22
0.08029964645566143,2021-04-23
0.07870114823180073,2021-04-24
0.08399315225712009,2021-04-25
0.10055189964025431,2021-04-26
0.12421953826469108,2021-04-27
0.11788061534747292,2021-04-28
0.13088125777913387,2021-04-29
0.13895870056974366,2021-04-30
0.12511733772487457,2021-05-01
0.13906452037432596,2021-05-02
0.12667103949833555,2021-05-03
0.11851212187124913,2021-05-04
0.1358900349374511,2021-05-05
0.1256372597308359,2021-05-06
0.12615905803290353,2021-05-07
0.11319189251758788,2021-05-08
0.11439770525696788,2021-05-09
0.12549255309979124,2021-05-10
0.12949211938934907,2021-05-11
0.12470861888049928,2021-05-12
0.11155040046615558,2021-05-13
0.12221535726704472,2021-05-14
