y,ds
-0.006976948893876064,2020-03-13
-0.009387770010748753,2020-03-14
-0.0035850750931912517,2020-03-15
-0.06443534447028665,2020-03-16
-0.08099142778783566,2020-03-17
-0.06580680517034744,2020-03-18
-0.07828054462492488,2020-03-19
-0.10629253737387916,2020-03-20
-0.13612850990582925,2020-03-21
-0.12034491880870087,2020-03-22
-0.10574890487613549,2020-03-23
-0.07702769270059853,2020-03-24
-0.11350231854154316,2020-03-25
-0.0837711734116358,2020-03-26
-0.08091467004515943,2020-03-27
-0.06929287134952963,2020-03-28
-0.04553272601465615,2020-03-29
-0.06700526152438556,2020-03-30
-0.04027456386206463,2020-03-31
-0.0020954221828891548,2020-04-01
0.039831978807667576,2020-04-02
0.03476959481198749,2020-04-03
0.04536389364059888,2020-04-04
0.053386970132836976,2020-04-05
0.05732685677889595,2020-04-06
0.07810451888974354,2020-04-07
0.08345001107986189,2020-04-08
0.08548573524147003,2020-04-09
0.06276887073199272,2020-04-10
0.05181289376607261,2020-04-11
0.052803747396300386,2020-04-12
0.03225738580463694,2020-04-13
0.02347644559955681,2020-04-14
0.018812369077982095,2020-04-15
0.06046453233631928,2020-04-16
0.06256630358467677,2020-04-17
0.08420615501383362,2020-04-18
0.11132672959756426,2020-04-19
0.07906478593574456,2020-04-20
0.08385371773134645,2020-04-21
0.07243107613110397,2020-04-22
0.10399494243120494,2020-04-23
0.10856324061082656,2020-04-24
0.09954809882439572,2020-04-25
0.12801347015584347,2020-04-26
0.1193598416130751,2020-04-27
0.13894835545443004,2020-04-28
0.11239598881903093,2020-04-29
0.12065495628121575,2020-04-30
0.07923179185566082,2020-05-01
0.10474328961915837,2020-05-02
0.14060447717000685,2020-05-03
0.12888255875738588,2020-05-04
0.0710096553666631,2020-05-05
0.08813546372628911,2020-05-06
0.15151664030314393,2020-05-07
0.13538494473861296,2020-05-08
0.15581163918709875,2020-05-09
0.16170271740661693,2020-05-10
0.16764687494428573,2020-05-11
0.19330638925427848,2020-05-12
0.19786184034117327,2020-05-13
0.18232660815155463,2020-05-14
0.19468747606125136,2020-05-15
0.2163635544868445,2020-05-16
0.25536130452488537,2020-05-17
0.2529973548716732,2020-05-18
0.25369910863546485,2020-05-19
0.27967897911717154,2020-05-20
0.3111183656998609,2020-05-21
0.2970264583634872,2020-05-22
0.30756049968821497,2020-05-23
0.28760269912579506,2020-05-24
0.28106533596537175,2020-05-25
0.2705383420021285,2020-05-26
0.2520505974336375,2020-05-27
0.3036498185752631,2020-05-28
0.2435504125197792,2020-05-29
0.2270123298475335,2020-05-30
0.219188057352916,2020-05-31
0.26900168909093936,2020-06-01
0.28334258705960563,2020-06-02
0.3049408500170196,2020-06-03
0.25070858994388556,2020-06-04
0.3236900459281654,2020-06-05
0.3632740631005829,2020-06-06
0.32934445614148733,2020-06-07
0.28116992830273857,2020-06-08
0.2838065706858618,2020-06-09
0.2932040218243698,2020-06-10
0.32691505475168575,2020-06-11
0.29386264301717596,2020-06-12
0.3170820108596299,2020-06-13
0.3493798220583719,2020-06-14
0.3583316173940369,2020-06-15
0.29967699496830863,2020-06-16
0.3432826019778335,2020-06-17
0.3474282772704122,2020-06-18
0.3199830567139905,2020-06-19
0.3508216858539928,2020-06-20
0.2818061066699517,2020-06-21
0.305534543002866,2020-06-22
0.27998193969394697,2020-06-23
0.25093860417615704,2020-06-24
0.21048429418229234,2020-06-25
0.24190747549780167,2020-06-26
0.27954283338074626,2020-06-27
0.2703140276575802,2020-06-28
0.28248655343542683,2020-06-29
0.3620272698310017,2020-06-30
0.3698110181303384,2020-07-01
0.3700980690537072,2020-07-02
0.3836637992586032,2020-07-03
0.3554544309690823,2020-07-04
0.3598351355172528,2020-07-05
0.36075356888632865,2020-07-06
0.39605223870345885,2020-07-07
0.4128586038526498,2020-07-08
0.36981959522405633,2020-07-09
0.3381719648717929,2020-07-10
0.3769209977004618,2020-07-11
0.3488489796415488,2020-07-12
0.3241170565014933,2020-07-13
0.3293374065477958,2020-07-14
0.33616054926560296,2020-07-15
0.2746520565820803,2020-07-16
0.31307865421897113,2020-07-17
0.3277459777913588,2020-07-18
0.3105543821088986,2020-07-19
0.32659827965026383,2020-07-20
0.32829201218375736,2020-07-21
0.36772465811930055,2020-07-22
0.33644850924568764,2020-07-23
0.35538832159032746,2020-07-24
0.3655636154546575,2020-07-25
0.33967713643064334,2020-07-26
0.28969180171384157,2020-07-27
0.22952621822552643,2020-07-28
0.180135298719307,2020-07-29
0.18029601323392266,2020-07-30
0.17119726065078467,2020-07-31
0.17104419141561927,2020-08-01
0.15040619759655852,2020-08-02
0.13832853993982844,2020-08-03
0.11025978074287346,2020-08-04
0.07739629344827409,2020-08-05
0.10541404752661712,2020-08-06
0.12882087529004493,2020-08-07
0.1441571654502878,2020-08-08
0.09946495649016962,2020-08-09
0.15010695218380377,2020-08-10
0.14567529126788473,2020-08-11
0.12616591089729925,2020-08-12
0.0992872910318239,2020-08-13
0.07301539573645702,2020-08-14
0.08934608854300154,2020-08-15
0.1124044550442715,2020-08-16
0.08697931550408354,2020-08-17
0.05229005615124517,2020-08-18
0.03606178116322092,2020-08-19
0.01393072227251892,2020-08-20
0.03938123479249629,2020-08-21
0.09112343600750455,2020-08-22
0.12361991887212623,2020-08-23
0.11720798570084844,2020-08-24
0.13255580890182928,2020-08-25
0.12858988595713877,2020-08-26
0.14467455847359123,2020-08-27
0.16117938064781598,2020-08-28
0.16440993220464223,2020-08-29
0.13987103651411326,2020-08-30
0.18159782747635717,2020-08-31
0.160913374015401,2020-09-01
0.13375619373844094,2020-09-02
0.12513426304470793,2020-09-03
0.14627500211069744,2020-09-04
0.12492296099531834,2020-09-05
0.15032397151961052,2020-09-06
0.1368223422287693,2020-09-07
0.13805126073255872,2020-09-08
0.16675883033660305,2020-09-09
0.1707438984398154,2020-09-10
0.1502014468449464,2020-09-11
0.1916391680099076,2020-09-12
0.19551150161807285,2020-09-13
0.16847305654287398,2020-09-14
0.11459435783613756,2020-09-15
0.14088893541165523,2020-09-16
0.14442353442143765,2020-09-17
0.05518476638104451,2020-09-18
0.06647314337151197,2020-09-19
0.050552970428992365,2020-09-20
0.012171577810232904,2020-09-21
-0.005937427774372868,2020-09-22
0.05472356660517758,2020-09-23
0.05382768253026806,2020-09-24
0.05059804372249654,2020-09-25
0.07747142007358253,2020-09-26
0.07577647075749581,2020-09-27
0.08489512441192619,2020-09-28
0.10480894530264555,2020-09-29
0.062276387994789996,2020-09-30
0.0644860385909231,2020-10-01
0.05778938035971705,2020-10-02
0.08279529320110655,2020-10-03
0.09777039756759315,2020-10-04
0.0734663038366587,2020-10-05
0.09974143222470648,2020-10-06
0.10532186196429151,2020-10-07
0.07729807570618369,2020-10-08
0.07619125684117091,2020-10-09
0.0656798448415469,2020-10-10
0.07714074429837682,2020-10-11
0.09384383777459046,2020-10-12
0.1082240833489803,2020-10-13
0.08019107086683717,2020-10-14
0.11536520738850398,2020-10-15
0.07401386032708374,2020-10-16
0.08812717478542095,2020-10-17
0.11665326262155959,2020-10-18
0.08508827630862173,2020-10-19
0.07672377331000302,2020-10-20
0.11123301284472978,2020-10-21
0.10983253215820338,2020-10-22
0.13252788705008378,2020-10-23
0.15487686308372686,2020-10-24
0.13375714085219495,2020-10-25
0.1041578111864011,2020-10-26
0.1799802724193455,2020-10-27
0.1936968113956042,2020-10-28
0.22195261383800832,2020-10-29
0.20755118572469447,2020-10-30
0.15813180415842026,2020-10-31
0.17623481554535791,2020-11-01
0.25798072148171536,2020-11-02
0.23913196571437245,2020-11-03
0.22730333164161992,2020-11-04
0.2112852302828639,2020-11-05
0.16716172302871898,2020-11-06
0.0900161405484739,2020-11-07
0.09463730566552686,2020-11-08
0.06261464214239101,2020-11-09
0.0737246994377618,2020-11-10
0.11872992963388054,2020-11-11
0.15466654624696102,2020-11-12
0.15591985754384344,2020-11-13
0.09361085283214005,2020-11-14
0.10700613452404535,2020-11-15
0.09163862433748915,2020-11-16
0.06371714282347332,2020-11-17
0.11242110968820673,2020-11-18
0.08037237958120039,2020-11-19
0.047206557115299135,2020-11-20
-0.006498639771110988,2020-11-21
-0.039220954867829456,2020-11-22
-0.07370355541899452,2020-11-23
-0.09304111762937245,2020-11-24
-0.0017783574914686795,2020-11-25
-0.051493393926311956,2020-11-26
-0.05407145975209573,2020-11-27
-0.04497984939031765,2020-11-28
-0.055887363619587446,2020-11-29
-0.049023526560669245,2020-11-30
-0.06599840226890769,2020-12-01
-0.018464769441740504,2020-12-02
-0.003271273760009576,2020-12-03
0.032857549741749426,2020-12-04
0.09836326519083478,2020-12-05
0.0701466767285431,2020-12-06
0.10174110087446506,2020-12-07
0.049312120783918764,2020-12-08
0.04894023778384949,2020-12-09
0.0918870694489739,2020-12-10
0.09900924185393055,2020-12-11
0.10220521966214885,2020-12-12
0.10815903056911043,2020-12-13
0.14302657248661313,2020-12-14
0.0859597521189165,2020-12-15
0.13337678398858904,2020-12-16
0.14664749856207587,2020-12-17
0.1275253324688577,2020-12-18
0.11362516989080988,2020-12-19
0.11402687900927169,2020-12-20
0.0973770561659309,2020-12-21
0.1182138355907502,2020-12-22
0.08286549654514672,2020-12-23
0.017481770108538006,2020-12-24
0.00982523094912154,2020-12-25
-0.04321786837596521,2020-12-26
-0.004427327633782188,2020-12-27
0.03170334508642631,2020-12-28
0.015327708422272213,2020-12-29
0.009774504987499901,2020-12-30
0.00831376819998386,2020-12-31
0.006774184203394106,2021-01-01
-0.01678135418996852,2021-01-02
-0.03535171020926529,2021-01-03
-0.06997189431134468,2021-01-04
-0.07715268967424224,2021-01-05
-0.07284186491775721,2021-01-06
-0.0702370655859313,2021-01-07
-0.011976853160829165,2021-01-08
-0.03528462009594475,2021-01-09
-0.008262318999705233,2021-01-10
-0.030780555675714645,2021-01-11
-0.06063744482363202,2021-01-12
-0.051410383531356914,2021-01-13
-0.04560339849303485,2021-01-14
-0.04190946085044185,2021-01-15
-0.042661187225094446,2021-01-16
-0.08535100139605102,2021-01-17
-0.08744894368523544,2021-01-18
-0.13925359794902334,2021-01-19
-0.09071862874858025,2021-01-20
-0.10460525477281447,2021-01-21
-0.03620324226158424,2021-01-22
-0.02909263990166802,2021-01-23
0.0003085163694530532,2021-01-24
-0.009739729436388962,2021-01-25
-0.003965647620492177,2021-01-26
-0.021610541810566933,2021-01-27
-0.01707187435989614,2021-01-28
-0.011279011530078834,2021-01-29
-0.04149117920024321,2021-01-30
0.03728707154777064,2021-01-31
-0.0009113029521135851,2021-02-01
-0.03927202396557969,2021-02-02
-0.06527921470006479,2021-02-03
0.006499092062170128,2021-02-04
-0.033606319984563274,2021-02-05
-0.05025149008868221,2021-02-06
-0.09027975652655136,2021-02-07
-0.0793552838126108,2021-02-08
-0.07098878468913164,2021-02-09
-0.06108908190557692,2021-02-10
-0.04137334718647862,2021-02-11
-0.028612994792227224,2021-02-12
-0.0445227909852359,2021-02-13
-0.055413137298198176,2021-02-14
-0.06730087992795658,2021-02-15
-0.026442437287640043,2021-02-16
-0.04950125978852339,2021-02-17
-0.04293684384742757,2021-02-18
-0.0301858237765293,2021-02-19
-0.01954543682192491,2021-02-20
-0.01854013591333496,2021-02-21
0.009488980119911714,2021-02-22
-0.04361304618692281,2021-02-23
-0.0512261142407835,2021-02-24
-0.012605211111466258,2021-02-25
-0.06956873240830397,2021-02-26
-0.1024527880018965,2021-02-27
-0.12816975327326466,2021-02-28
-0.1696265731276905,2021-03-01
-0.17953615671395515,2021-03-02
-0.21013526753259487,2021-03-03
-0.17424946223373253,2021-03-04
-0.12846214613575221,2021-03-05
-0.1135691293281236,2021-03-06
-0.13538747376803917,2021-03-07
-0.07363488094321374,2021-03-08
-0.035215034937485075,2021-03-09
-0.07100702865226532,2021-03-10
-0.060779638867415046,2021-03-11
-0.05928807387169928,2021-03-12
-0.07458946931994431,2021-03-13
-0.05992723732068708,2021-03-14
-0.07743460721831721,2021-03-15
-0.09690046705212062,2021-03-16
-0.013048283302565244,2021-03-17
-0.024641038097441312,2021-03-18
-0.04513926246701996,2021-03-19
-0.06894327335163317,2021-03-20
-0.046607492879186765,2021-03-21
-0.037018347398939715,2021-03-22
-0.06805094060690388,2021-03-23
-0.03627963729767097,2021-03-24
-0.045718694588599534,2021-03-25
-0.053135383655860215,2021-03-26
-0.07640215273598831,2021-03-27
-0.10413683440335166,2021-03-28
-0.10652210300569656,2021-03-29
-0.08586492400984216,2021-03-30
-0.07656508449227895,2021-03-31
-0.022856263893221936,2021-04-01
-0.0023473227307788565,2021-04-02
0.0051322435059628635,2021-04-03
0.02905575925512985,2021-04-04
0.024756981807782717,2021-04-05
0.008994664964025253,2021-04-06
0.05465511150225793,2021-04-07
0.0587462529757181,2021-04-08
0.050553931664937275,2021-04-09
0.050524850888164934,2021-04-10
0.0788474188527753,2021-04-11
0.10182040727970558,2021-04-12
0.11080178510321856,2021-04-13
0.11494976913495214,2021-04-14
0.11169660864207034,2021-04-15
0.0937219945137924,2021-04-16
0.11697623075607529,2021-04-17
0.07227323502731708,2021-04-18
0.0048175913044021385,2021-04-19
0.029610233601645688,2021-04-20
0.004552362432657348,2021-04-21
0.027308328574527183,2021-04-22
-0.013296353723254582,2021-04-23
-0.03513834413268432,2021-04-24
-0.053562547695757246,2021-04-25
-0.06844974490150577,2021-04-26
-0.11244633767610043,2021-04-27
-0.0893315012929351,2021-04-28
-0.07893306978758324,2021-04-29
-0.10819274763746894,2021-04-30
-0.08503368291711234,2021-05-01
-0.062473715319978196,2021-05-02
-0.12945307236518444,2021-05-03
-0.11252676037670653,2021-05-04
-0.14385632148037952,2021-05-05
-0.22395029166250274,2021-05-06
-0.20908728975032886,2021-05-07
-0.21385247754255057,2021-05-08
-0.18179323852050056,2021-05-09
-0.13524528116978182,2021-05-10
-0.16886602375177137,2021-05-11
-0.17177623673379133,2021-05-12
-0.15629747366468744,2021-05-13
-0.19869909910878525,2021-05-14
