y,ds
-0.0387166211467425,2020-06-26
-0.03825057990405194,2020-06-27
-0.05577188948666467,2020-06-28
-0.06008569273953023,2020-06-29
-0.05120564469820414,2020-06-30
-0.06040980458335234,2020-07-01
-0.07280030977791194,2020-07-02
-0.06268624884430175,2020-07-03
-0.0616676445705272,2020-07-04
-0.05137705974000827,2020-07-05
-0.04400811334881302,2020-07-06
-0.04403528915226534,2020-07-07
-0.03919155726350545,2020-07-08
-0.044399708377943374,2020-07-09
-0.032454669840825415,2020-07-10
-0.03997899661087787,2020-07-11
-0.037986997974082615,2020-07-12
-0.04733209635921473,2020-07-13
-0.0492755288636369,2020-07-14
-0.06137255677837972,2020-07-15
-0.06052045243035656,2020-07-16
-0.06461152609258174,2020-07-17
-0.07070714284624478,2020-07-18
-0.07636540652658592,2020-07-19
-0.07397112928265777,2020-07-20
-0.06895575903365042,2020-07-21
-0.05800463298792838,2020-07-22
-0.04873392743797255,2020-07-23
-0.041861757075724676,2020-07-24
-0.029744687542690544,2020-07-25
-0.030792362938871914,2020-07-26
-0.03694898302830782,2020-07-27
-0.030979575091903026,2020-07-28
-0.037418450824021045,2020-07-29
-0.009754543931568022,2020-07-30
-0.004742382781065636,2020-07-31
0.0077284934507796926,2020-08-01
0.012552621238625779,2020-08-02
0.002429140816150522,2020-08-03
-0.009090636933526108,2020-08-04
-0.010644284955614036,2020-08-05
-0.0008517406856682688,2020-08-06
0.007683071458832767,2020-08-07
0.001901746229845177,2020-08-08
-0.0015271642209660286,2020-08-09
-0.0011844579592727015,2020-08-10
-0.0021258765301362475,2020-08-11
0.011111464275448735,2020-08-12
-0.0006370152099033216,2020-08-13
-0.0004829931862559948,2020-08-14
0.0006532278617103684,2020-08-15
0.019548734388979177,2020-08-16
0.01878488629627873,2020-08-17
0.012769868971782235,2020-08-18
0.012818731096021971,2020-08-19
-0.010554944106150007,2020-08-20
-0.030659178593793447,2020-08-21
-0.03290848824006807,2020-08-22
-0.03706741246478526,2020-08-23
-0.02458000698437047,2020-08-24
-0.03567059444393701,2020-08-25
-0.034995989222865516,2020-08-26
-0.03595495612396223,2020-08-27
-0.041806432502299665,2020-08-28
-0.037799439016905204,2020-08-29
-0.04708675143006763,2020-08-30
-0.042648764709862175,2020-08-31
-0.03707142126879624,2020-09-01
-0.018514435618890362,2020-09-02
-0.015975619716310004,2020-09-03
-0.002938862264938686,2020-09-04
-0.005774477597956094,2020-09-05
-0.010592296349999529,2020-09-06
-0.004945880362857202,2020-09-07
-0.019978707300526415,2020-09-08
-0.007919873675976434,2020-09-09
-0.006949316143118327,2020-09-10
0.009718922100132664,2020-09-11
0.008594744528326809,2020-09-12
0.02024894543391232,2020-09-13
0.03398127050610203,2020-09-14
0.0336047043561652,2020-09-15
0.04602148251746649,2020-09-16
0.027257209959262715,2020-09-17
0.0258682550352764,2020-09-18
0.029254429519003755,2020-09-19
0.02247897172737202,2020-09-20
0.026847019625504433,2020-09-21
0.02509981002819614,2020-09-22
0.024755127086418183,2020-09-23
0.017606069077494138,2020-09-24
0.025392106566443043,2020-09-25
0.024553164968067868,2020-09-26
0.034736773868003674,2020-09-27
0.05242705252127294,2020-09-28
0.0564421393539792,2020-09-29
0.05475333980997575,2020-09-30
0.05207701808906909,2020-10-01
0.04710615634055929,2020-10-02
0.042693397039398395,2020-10-03
0.06136675193256465,2020-10-04
0.04073683940624035,2020-10-05
0.04189185566382938,2020-10-06
0.03625003982809227,2020-10-07
0.051423241840287695,2020-10-08
0.031856974172244895,2020-10-09
0.038191231660372325,2020-10-10
0.04009395186779456,2020-10-11
0.03661801226062016,2020-10-12
0.04034165366744334,2020-10-13
0.033269161956984795,2020-10-14
0.04117259387127149,2020-10-15
0.051492787115408625,2020-10-16
0.04849178286708368,2020-10-17
0.06203693925692757,2020-10-18
0.08348918632330919,2020-10-19
0.07627425426122723,2020-10-20
0.08750821101683086,2020-10-21
0.09500995962078679,2020-10-22
0.08877783649993846,2020-10-23
0.08940743949539394,2020-10-24
0.10788222306201198,2020-10-25
0.09155091746748548,2020-10-26
0.10113239760848856,2020-10-27
0.0969156585261035,2020-10-28
0.09597344328177868,2020-10-29
0.09379965627784898,2020-10-30
0.10394117124298607,2020-10-31
0.10193320438743575,2020-11-01
0.11336993874080621,2020-11-02
0.11709554713237201,2020-11-03
0.10650907479475266,2020-11-04
0.09645902690954809,2020-11-05
0.09325287801451979,2020-11-06
0.09195620903571036,2020-11-07
0.07193633466595747,2020-11-08
0.07897757263415202,2020-11-09
0.09012752853295508,2020-11-10
0.08521720446354708,2020-11-11
0.09336059902862442,2020-11-12
0.10234937733866162,2020-11-13
0.10073294983246044,2020-11-14
0.09052470719358852,2020-11-15
0.08024406413217942,2020-11-16
0.08716630473008041,2020-11-17
0.0918551409963873,2020-11-18
0.09410027574416517,2020-11-19
0.09069488519566117,2020-11-20
0.09503272301157345,2020-11-21
0.08783668482816506,2020-11-22
0.08942388156898876,2020-11-23
0.07208695785484424,2020-11-24
0.07631718696887907,2020-11-25
0.08413276848373435,2020-11-26
0.05874968669675332,2020-11-27
0.06304309877084474,2020-11-28
0.05635406807502375,2020-11-29
0.046992146774315686,2020-11-30
0.04952009431788166,2020-12-01
0.052880846675761595,2020-12-02
0.0658093862813429,2020-12-03
0.07200397797926235,2020-12-04
0.07145816832083118,2020-12-05
0.058706374888380555,2020-12-06
0.07400749369002173,2020-12-07
0.065772265225514,2020-12-08
0.07093148249306439,2020-12-09
0.0702057911942232,2020-12-10
0.06809164586414389,2020-12-11
0.064168953984076,2020-12-12
0.06701222078523437,2020-12-13
0.04333038470828482,2020-12-14
0.036296492027115226,2020-12-15
0.026977080721600925,2020-12-16
0.01723457244179058,2020-12-17
0.017229984613779288,2020-12-18
0.007652175432080698,2020-12-19
0.019265987980874897,2020-12-20
0.024819051709912943,2020-12-21
0.01223314869100776,2020-12-22
0.018185891355903774,2020-12-23
0.001414162908076149,2020-12-24
-0.00023494087964808885,2020-12-25
0.005879935289295186,2020-12-26
0.0132970666360697,2020-12-27
0.023118579612120417,2020-12-28
0.023400222887996626,2020-12-29
0.023314105186963818,2020-12-30
0.020221679703962946,2020-12-31
0.03326197319036972,2021-01-01
0.02616632383861789,2021-01-02
0.00968522035382529,2021-01-03
0.007596087669066919,2021-01-04
-0.006434578053244747,2021-01-05
-0.014671787366355958,2021-01-06
-0.016070432396815267,2021-01-07
-0.011015655158331757,2021-01-08
-0.016889552100926908,2021-01-09
-0.004326183530395126,2021-01-10
-0.008472812444397581,2021-01-11
-0.016357720040770192,2021-01-12
-0.005784510846089131,2021-01-13
0.0034131273365119886,2021-01-14
-0.01137975556363175,2021-01-15
-0.009788348880422373,2021-01-16
-0.008107130421340022,2021-01-17
-0.015873133853477495,2021-01-18
-0.013038862391763833,2021-01-19
-0.006469658321044484,2021-01-20
-0.009107961485123515,2021-01-21
-0.010939210774686552,2021-01-22
-0.012932118674881797,2021-01-23
-0.014575057849480346,2021-01-24
-0.024178574835852104,2021-01-25
-0.013957757515597732,2021-01-26
-0.013148095615346961,2021-01-27
-0.011582315088430849,2021-01-28
-0.0061437670070840136,2021-01-29
-0.015050621143457944,2021-01-30
-0.006822676603031798,2021-01-31
-0.01662389021807963,2021-02-01
-0.04084861215517896,2021-02-02
-0.027562368315448126,2021-02-03
-0.02225545169178417,2021-02-04
-0.015776474375294093,2021-02-05
-0.016763479405795357,2021-02-06
-0.01066871349017182,2021-02-07
-0.023301229424299616,2021-02-08
-0.031814679468860234,2021-02-09
-0.04142203161242945,2021-02-10
-0.039030458063071136,2021-02-11
-0.030898198480532248,2021-02-12
-0.005423088037665953,2021-02-13
-0.016737634929530128,2021-02-14
-0.01901431283412912,2021-02-15
-0.045081734524934886,2021-02-16
-0.031072887816259914,2021-02-17
-0.03434726763436453,2021-02-18
-0.05123098903684481,2021-02-19
-0.05005363797103949,2021-02-20
-0.04691093806710123,2021-02-21
-0.04411114474211551,2021-02-22
-0.04678534813575335,2021-02-23
-0.041981184621488324,2021-02-24
-0.04109016411367142,2021-02-25
-0.02467939027135102,2021-02-26
-0.024388962107365037,2021-02-27
-0.03448859623391879,2021-02-28
-0.040501570063671624,2021-03-01
-0.04875311391092907,2021-03-02
-0.05295829048458558,2021-03-03
-0.04526602863931138,2021-03-04
-0.023024426873965456,2021-03-05
-0.03362260583257251,2021-03-06
-0.042552002751102914,2021-03-07
-0.039968792631694894,2021-03-08
-0.04231413761273569,2021-03-09
-0.025097521195368563,2021-03-10
-0.01945676521381476,2021-03-11
-0.017569073989397364,2021-03-12
-0.021415003365679287,2021-03-13
-0.031271940048705926,2021-03-14
-0.038809199915930584,2021-03-15
-0.03532286230688399,2021-03-16
-0.040405087025033974,2021-03-17
-0.03515805620859911,2021-03-18
-0.03070791225068389,2021-03-19
-0.024544281786928992,2021-03-20
-0.023863134459202014,2021-03-21
-0.026179547325533462,2021-03-22
-0.03130241790931274,2021-03-23
-0.05359180095421616,2021-03-24
-0.02905253400089119,2021-03-25
-0.042116259087442626,2021-03-26
-0.03166182254023395,2021-03-27
-0.03782254102881813,2021-03-28
-0.045193615949292096,2021-03-29
-0.03442135356008734,2021-03-30
-0.029943311278121585,2021-03-31
-0.019585760558614156,2021-04-01
-0.00931309371420006,2021-04-02
-0.007772023504822395,2021-04-03
-0.0027722609487298468,2021-04-04
-0.009727502457822394,2021-04-05
-0.012140040604288438,2021-04-06
0.0027173849174046364,2021-04-07
0.010441504497190382,2021-04-08
0.0007710542206793673,2021-04-09
0.005637684054172819,2021-04-10
0.00594427711829691,2021-04-11
0.00105037622515914,2021-04-12
0.0015955971495851381,2021-04-13
-0.0010471317688280093,2021-04-14
-0.00027660164107275154,2021-04-15
0.010916227414095323,2021-04-16
-0.00444360203593909,2021-04-17
-0.014426528816576653,2021-04-18
-0.00649099062817118,2021-04-19
-0.010170758911674226,2021-04-20
-0.003769687562952799,2021-04-21
-0.005199558788874171,2021-04-22
-0.004355152006577223,2021-04-23
-0.011565540612037982,2021-04-24
-0.012651648752389565,2021-04-25
-0.007952866321466962,2021-04-26
0.0029577430363939873,2021-04-27
0.004695129315927755,2021-04-28
-0.008983043593045864,2021-04-29
0.007774905392398574,2021-04-30
0.021573861569053828,2021-05-01
0.02751218902961755,2021-05-02
0.028409873178992417,2021-05-03
0.022409048627021123,2021-05-04
0.026613494902277195,2021-05-05
0.03445644999096935,2021-05-06
0.03939805811883151,2021-05-07
0.03911650659648822,2021-05-08
0.04980156238688932,2021-05-09
0.058939858065159584,2021-05-10
0.05636178161365405,2021-05-11
0.0620162107561946,2021-05-12
0.06270479159884856,2021-05-13
0.05280115404527494,2021-05-14
